Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
yglw297764245,23,4.7,12.934365,77.616155,13.024365,77.706155,2022-03-06,22:10:00,22:15:00,Fog,Low ,scooter ,Metropolitian ,100,Electronics
tvsb800453924,50,6.0,-12.352058,-76.60665,12.372058,76.62665,2022-03-15,NaN ,10:00:00,,NaN ,scooter ,Metropolitian ,70,Clothing
ajjj044200054,25,4.7,19.1093,72.825451,19.1893,72.905451,2022-04-02,19:15:00,19:25:00,Cloudy,Jam ,motorcycle ,Urban ,190,Outdoors
oioj687771604,28,5.0,0.0,0.0,0.08,0.08,2022-03-29,23:50:00,00:05:00,Windy,Low ,van,Urban ,80,Books
rcaz426090105,39,4.5,17.430448,78.418213,17.440448,78.428213,2022-04-05,08:50:00,09:00:00,Windy,Low ,scooter ,Urban ,100,Skincare
zipf777682110,36,4.8,22.651847,75.881991,22.761847,75.991991,2022-03-20,19:00:00,19:10:00,Fog,Medium ,scooter ,Metropolitian ,165,Toys
ootb031470268,22,4.6,13.044694,80.26147,13.094694,80.31147,2022-03-28,19:50:00,19:55:00,Cloudy,Jam ,motorcycle ,Urban ,115,Sports
wbhi355456229,35,3.8,27.195928,77.998092,27.335928,78.138092,2022-02-14,21:30:00,21:45:00,Windy,Jam ,motorcycle ,Metropolitian ,215,Snacks
xjve159065621,38,4.6,21.160437,72.774209,21.200437,72.814209,2022-03-21,12:35:00,12:50:00,Fog,High ,motorcycle ,Metropolitian ,130,Toys
zqqp815541392,39,4.3,13.026279,80.174568,13.066279,80.214568,2022-03-21,12:35:00,12:40:00,Stormy,High ,motorcycle ,Metropolitian ,195,Pet Supplies
zxid770848355,27,4.8,17.428294,78.404423,17.558294,78.534423,2022-03-08,19:20:00,19:25:00,Cloudy,Jam ,motorcycle ,Metropolitian ,195,Toys
vivq071918274,22,4.6,0.0,0.0,0.07,0.07,2022-03-27,20:10:00,20:15:00,Stormy,Jam ,motorcycle ,Urban ,85,Electronics
qasq159323682,34,4.7,19.055831,72.833984,19.125831,72.903984,2022-03-10,22:55:00,23:10:00,Stormy,Low ,motorcycle ,Metropolitian ,105,Clothing
scfm213333953,36,4.9,12.935662,77.61413,12.965662,77.64413,2022-03-17,20:25:00,20:35:00,Windy,Jam ,scooter ,Metropolitian ,145,Kitchen
dtrz261180766,22,4.7,27.160934,78.044095,27.180934,78.064095,2022-02-15,11:15:00,11:20:00,Windy,High ,motorcycle ,Metropolitian ,110,Sports
racd425935969,22,4.9,22.311844,73.165081,22.381844,73.235081,2022-03-18,18:45:00,18:55:00,Sandstorms,Medium ,scooter ,Metropolitian ,145,Books
xyil464283217,39,4.7,18.546258,73.904337,18.636258,73.994337,2022-04-04,19:55:00,20:10:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,140,Kitchen
paoe987804396,24,5.0,18.536718,73.830327,18.596719,73.890327,2022-03-30,23:35:00,23:45:00,Windy,Low ,scooter ,Metropolitian ,50,Sports
qije529535903,33,4.0,17.422819,78.449578,17.512819,78.539578,2022-03-18,17:30:00,17:35:00,Cloudy,Medium ,scooter ,Metropolitian ,180,Books
suuj945532063,29,4.5,0.0,0.0,0.11,0.11,2022-02-18,17:30:00,17:40:00,Cloudy,Medium ,motorcycle ,Metropolitian ,205,Pet Supplies
reez975890830,25,4.6,13.027018,80.254791,13.037018,80.264791,2022-04-03,10:45:00,10:55:00,Cloudy,Low ,motorcycle ,Metropolitian ,120,Home
rliw919531363,35,4.7,19.875016,75.322405,19.935016,75.382405,2022-02-13,22:35:00,22:45:00,Cloudy,Low ,motorcycle ,Urban ,115,Toys
fyxu130899358,21,4.6,0.0,0.0,0.03,0.03,2022-03-11,19:40:00,19:50:00,Sandstorms,Jam ,scooter ,Metropolitian ,120,Home
pfxc571853558,29,4.4,19.878028,75.317475,19.948028,75.387475,2022-02-14,21:25:00,21:35:00,Stormy,Jam ,motorcycle ,Other,36,Grocery
vcvb303111422,27,4.7,23.371292,85.327872,23.461292,85.417872,2022-04-02,17:45:00,18:00:00,Sandstorms,Medium ,motorcycle ,Urban ,95,Kitchen
dioo430441730,22,4.7,13.022394,80.242439,13.132394,80.352439,2022-03-18,17:15:00,17:30:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,145,Home
sqmo575737508,27,4.8,26.956431,75.776649,26.966431,75.786649,2022-03-01,10:50:00,10:55:00,Sunny,Low ,scooter ,Metropolitian ,115,Kitchen
efvj480879645,24,4.6,11.003681,76.975525,11.023681,76.995525,2022-03-19,10:30:00,10:40:00,Fog,Low ,van,Metropolitian ,80,Electronics
abjp205678532,29,4.7,26.846156,75.8023,26.906156,75.8623,2022-03-19,18:40:00,18:45:00,Stormy,Medium ,motorcycle ,Metropolitian ,125,Apparel
rdbb170154052,34,4.2,11.010375,76.95295,11.050375,76.99295,2022-03-07,15:15:00,15:25:00,Stormy,Medium ,van,Metropolitian ,160,Snacks
cqvf666442918,30,4.8,11.022477,76.995667,11.092477,77.065667,2022-04-06,20:20:00,20:35:00,Fog,Jam ,scooter ,Metropolitian ,210,Cosmetics
tjkv219242250,25,4.8,23.233219,77.433571,23.363219,77.563571,2022-02-14,23:20:00,23:35:00,Sandstorms,Low ,motorcycle ,Metropolitian ,18,Grocery
kynk474011303,26,4.8,21.170798,72.790489,21.280798,72.900489,2022-03-10,21:15:00,21:30:00,Stormy,Jam ,scooter ,Metropolitian ,90,Books
rztb534814244,32,4.7,17.483216,78.552111,17.503216,78.572111,2022-03-13,11:55:00,12:10:00,Sunny,High ,motorcycle ,Metropolitian ,100,Jewelry
stwk509709210,33,4.9,13.044694,80.26147,13.054694,80.27147,2022-03-26,11:50:00,11:55:00,Sunny,High ,motorcycle ,Metropolitian ,145,Apparel
bipx473179291,25,4.6,17.440827,78.393391,17.550827,78.503391,2022-03-10,19:35:00,19:40:00,Sandstorms,Jam ,scooter ,Urban ,115,Kitchen
pztc403712308,34,3.5,11.016298,76.972076,11.106298,77.062076,2022-03-25,22:10:00,22:20:00,Cloudy,Low ,van,Metropolitian ,170,Toys
fyzu821060909,30,4.5,11.022477,76.995667,11.042477,77.015667,2022-03-13,09:45:00,09:55:00,Windy,Low ,scooter ,Other,120,Sports
wqoj099240349,22,4.1,22.751234,75.88949,22.761234,75.89949,2022-03-09,08:15:00,08:25:00,Windy,Low ,motorcycle ,Metropolitian ,130,Sports
eybp328661491,21,4.8,0.0,0.0,0.01,0.01,2022-03-03,09:50:00,10:05:00,Sunny,Low ,motorcycle ,Urban ,55,Apparel
edlo948869244,35,4.9,17.426228,78.407495,17.436228,78.417495,2022-04-03,10:45:00,11:00:00,Sunny,Low ,motorcycle ,Metropolitian ,105,Cosmetics
bcpg179655852,27,4.9,11.024839,77.007003,11.044839,77.027003,2022-03-11,09:00:00,09:05:00,Stormy,Low ,scooter ,Metropolitian ,60,Snacks
jiin052113678,27,4.9,27.163303,78.057044,27.243303,78.137044,2022-02-12,21:25:00,21:40:00,Windy,Jam ,motorcycle ,Metropolitian ,130,Pet Supplies
rlkc866976320,30,5.0,22.745536,75.893106,22.765536,75.913106,2022-03-15,11:40:00,11:55:00,Fog,High ,scooter ,Metropolitian ,190,Cosmetics
uysi034087092,30,4.4,26.956431,75.776649,26.966431,75.786649,2022-03-17,09:55:00,10:05:00,Windy,Low ,motorcycle ,Metropolitian ,130,Outdoors
avrx822038443,30,5.0,26.88842,75.800689,27.01842,75.930689,2022-03-29,17:45:00,17:55:00,Cloudy,Medium ,motorcycle ,Metropolitian ,155,Kitchen
vcme690029843,37,5.0,23.374989,85.335486,23.424989,85.385486,2022-03-19,21:35:00,21:45:00,Fog,Jam ,motorcycle ,Metropolitian ,155,Kitchen
aken075051034,37,4.3,22.727021,75.884167,22.747021,75.904167,2022-03-21,11:20:00,11:30:00,Fog,High ,van,Metropolitian ,195,Cosmetics
qvii881625249,25,4.7,13.026279,80.174568,13.056279,80.204568,2022-03-24,20:55:00,21:10:00,Stormy,Jam ,van,Metropolitian ,95,Outdoors
rxnc643501472,35,4.6,23.371292,85.327872,23.401292,85.357872,2022-04-03,22:50:00,23:05:00,Fog,Low ,motorcycle ,Metropolitian ,75,Home
egnf728196249,29,4.5,21.183434,72.814492,21.213434,72.844492,2022-03-17,19:45:00,19:55:00,Stormy,Jam ,scooter ,Metropolitian ,120,Pet Supplies
iwxk827198797,34,4.7,0.0,0.0,0.07,0.07,2022-02-16,20:30:00,20:45:00,Fog,Jam ,motorcycle ,Urban ,215,Skincare
yaub184723331,32,4.9,10.027014,76.308053,10.137014,76.418053,2022-02-16,22:50:00,23:05:00,Windy,Low ,scooter ,Urban ,110,Cosmetics
jszi542107019,31,4.5,26.921411,75.793604,27.031411,75.903604,2022-03-18,23:20:00,23:30:00,Sunny,Low ,motorcycle ,Urban ,130,Books
dqeb755107627,27,4.7,21.186884,72.793616,21.266884,72.873616,2022-03-02,19:55:00,20:10:00,Stormy,Jam ,scooter ,Urban ,75,Sports
qerp330257621,26,4.0,23.351489,85.324253,23.421489,85.394253,2022-03-02,19:00:00,19:05:00,Fog,Medium ,scooter ,Metropolitian ,170,Electronics
hkit681446136,27,4.6,21.175104,72.804342,21.255104,72.884342,2022-03-14,23:45:00,23:50:00,Sunny,Low ,motorcycle ,Metropolitian ,120,Shoes
rbrq903853152,25,4.6,21.185047,72.80859,21.295047,72.91859,2022-04-02,19:15:00,19:20:00,Windy,Jam ,van,Metropolitian ,23,Grocery
bagp724591041,21,4.6,11.026117,76.944652,11.056117,76.974652,2022-03-28,21:15:00,21:20:00,Windy,Jam ,motorcycle ,Metropolitian ,135,Cosmetics
hbyh019585701,27,4.6,0.0,0.0,0.05,0.05,2022-03-30,22:25:00,22:35:00,Fog,Low ,motorcycle ,Other,80,Outdoors
ypxe884602836,20,4.0,12.297954,76.665169,12.407954,76.775169,2022-04-04,21:55:00,22:10:00,Fog,Jam ,scooter ,Metropolitian ,220,Clothing
bujo091979586,35,4.7,18.536562,73.896485,18.606562,73.966485,2022-03-10,20:55:00,21:10:00,Cloudy,Jam ,scooter ,Metropolitian ,235,Jewelry
yblm396246606,30,4.1,26.902328,75.794257,27.042328,75.934257,2022-03-06,21:00:00,21:10:00,Sunny,Jam ,motorcycle ,Metropolitian ,220,Skincare
qtal326488688,39,3.8,11.016298,76.972076,11.086298,77.042076,2022-03-18,21:35:00,21:40:00,Sandstorms,Jam ,scooter ,Metropolitian ,200,Snacks
poth081710261,33,4.9,12.913041,77.683237,12.953041,77.723237,2022-03-03,16:30:00,16:40:00,Cloudy,Medium ,scooter ,Metropolitian ,90,Pet Supplies
vnvf973199311,31,4.8,26.913726,75.75282,27.023726,75.86282,2022-03-08,17:35:00,17:45:00,Fog,Medium ,scooter ,Urban ,190,Apparel
gonj644909540,22,3.7,19.875522,75.367127,19.925522,75.417127,2022-02-13,20:20:00,20:35:00,Sunny,Jam ,motorcycle ,Metropolitian ,210,Pet Supplies
dkon438542418,27,5.0,19.176269,72.836721,19.266269,72.926721,2022-03-16,17:15:00,17:25:00,Windy,Medium ,motorcycle ,Metropolitian ,195,Electronics
ymur204760149,33,4.6,11.003681,76.975525,11.083681,77.055525,2022-03-23,23:45:00,00:00:00,Stormy,Low ,motorcycle ,Urban ,105,Outdoors
ambi005440435,22,5.0,22.753659,75.903365,22.783659,75.933365,2022-03-05,17:20:00,17:35:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,130,Snacks
iigj263818325,24,4.7,11.010375,76.95295,11.060375,77.00295,2022-04-03,19:55:00,20:10:00,Fog,Jam ,motorcycle ,Metropolitian ,120,Toys
dvwn500708692,31,4.6,26.766536,75.837333,26.876536,75.947333,2022-03-31,20:55:00,21:05:00,Windy,Jam ,motorcycle ,Urban ,130,Kitchen
mctx146223837,32,4.7,-27.165108,78.015053,27.225108,78.075053,2022-02-13,20:55:00,21:10:00,Sandstorms,Jam ,scooter ,Metropolitian ,155,Clothing
yrad906459063,37,4.9,12.933284,77.615428,12.983284,77.665428,2022-03-28,00:00:00,00:15:00,Sunny,Low ,scooter ,Urban ,70,Home
qgzr077508451,21,4.7,18.536562,73.896485,18.626562,73.986485,2022-03-08,18:35:00,18:50:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,100,Pet Supplies
yqyj239330002,25,4.8,22.5491,88.400467,22.5591,88.410467,2022-02-17,08:35:00,08:45:00,Fog,Low ,motorcycle ,Metropolitian ,80,Home
oagw799985377,37,4.8,26.90294,75.793007,26.92294,75.813007,2022-03-17,11:00:00,11:05:00,Cloudy,Low ,motorcycle ,Metropolitian ,145,Kitchen
ugmp895458463,32,5.0,18.530963,73.828972,18.570963,73.868972,2022-03-30,13:10:00,13:20:00,Stormy,High ,motorcycle ,Metropolitian ,125,Books
rkze291507396,37,4.8,12.970221,77.645396,13.000221,77.675396,2022-03-07,22:45:00,22:55:00,Sandstorms,Low ,motorcycle ,Metropolitian ,110,Pet Supplies
bobn397260160,38,4.6,23.359407,85.325055,23.439407,85.405055,2022-03-18,22:45:00,23:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,140,Sports
hstn752701913,33,4.1,30.88722,75.804893,30.96722,75.884893,2022-02-18,23:30:00,23:35:00,Cloudy,Low ,scooter ,Metropolitian ,170,Books
gkxh849008595,23,4.4,12.352058,76.60665,12.372058,76.62665,2022-03-01,09:25:00,09:35:00,Stormy,Low ,motorcycle ,Metropolitian ,100,Skincare
qdgl916227587,31,4.7,12.972161,77.596014,13.062161,77.686014,2022-03-25,22:55:00,23:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,145,Skincare
gjtg048745596,20,4.7,22.547186,88.35068,22.637186,88.44068,2022-02-18,19:55:00,20:10:00,Sunny,Jam ,motorcycle ,Metropolitian ,60,Apparel
kwsz157827298,34,4.8,17.41233,78.449654,17.43233,78.469654,2022-03-07,10:15:00,10:30:00,Fog,Low ,scooter ,Metropolitian ,18,Grocery
iltq576783205,30,3.6,11.025083,77.015393,11.105083,77.095393,2022-04-06,17:10:00,17:15:00,Windy,Medium ,motorcycle ,Metropolitian ,195,Kitchen
wpvk924250051,30,4.8,11.003669,76.976494,11.113669,77.086494,2022-03-20,23:15:00,23:30:00,Cloudy,Low ,motorcycle ,Metropolitian ,210,Clothing
sqyn661087219,26,4.4,12.914264,77.6784,12.994264,77.7584,2022-03-27,17:35:00,17:40:00,Fog,Medium ,motorcycle ,Metropolitian ,170,Clothing
ivsx019567694,32,3.9,11.003008,76.97544,11.113008,77.08544,2022-03-25,21:20:00,21:30:00,Stormy,Jam ,motorcycle ,Metropolitian ,210,Cosmetics
kpwk378751769,27,4.7,22.761593,75.886362,22.871593,75.996362,2022-03-25,18:25:00,18:40:00,Cloudy,Medium ,motorcycle ,Metropolitian ,160,Cosmetics
peyy605554591,39,4.5,22.753659,75.903365,22.763659,75.913365,2022-03-07,08:10:00,08:25:00,Sunny,Low ,motorcycle ,Metropolitian ,130,Sports
upoe971158275,34,4.4,26.921411,75.793604,27.061411,75.933604,2022-04-04,17:15:00,17:20:00,Sunny,Medium ,motorcycle ,Metropolitian ,175,Shoes
wbhq920358979,37,5.0,17.451976,78.385883,17.581976,78.515883,2022-03-20,21:30:00,21:40:00,Sandstorms,Jam ,scooter ,Urban ,130,Jewelry
zurl326434214,35,4.5,22.760072,75.892574,22.790072,75.922574,2022-03-26,20:15:00,20:25:00,Fog,Jam ,motorcycle ,Urban ,130,Home
xloq840725591,28,4.6,21.170798,72.790489,21.240798,72.860489,2022-03-29,17:55:00,18:10:00,Sunny,Medium ,motorcycle ,Metropolitian ,95,Outdoors
fegg688959450,27,4.8,17.422819,78.449578,17.492819,78.519578,2022-03-27,19:40:00,19:55:00,Sandstorms,Jam ,scooter ,Metropolitian ,75,Pet Supplies
giie842948304,22,4.9,26.911927,75.797282,26.991927,75.877282,2022-03-10,17:15:00,17:25:00,Windy,Medium ,scooter ,Metropolitian ,130,Snacks
wpgs169247495,30,4.7,22.760072,75.892574,22.830072,75.962574,2022-03-02,18:20:00,18:25:00,Sandstorms,Medium ,motorcycle ,Urban ,150,Outdoors
bqif031216711,35,4.8,22.745536,75.893106,22.805536,75.953106,2022-03-05,22:45:00,22:55:00,Fog,Low ,motorcycle ,Metropolitian ,95,Clothing
vawn561335644,33,4.8,12.972793,80.249982,13.002793,80.279982,2022-03-09,21:10:00,21:15:00,Sunny,Jam ,motorcycle ,Metropolitian ,105,Shoes
nxqq060279023,21,4.5,18.569156,73.774723,18.599156,73.804723,2022-03-24,17:20:00,17:35:00,Stormy,Medium ,motorcycle ,Metropolitian ,95,Snacks
elpg002808434,27,4.6,26.90519,75.810753,26.98519,75.890753,2022-03-20,19:50:00,20:00:00,Sunny,Jam ,motorcycle ,Metropolitian ,105,Outdoors
cnuw864406249,20,4.4,22.515082,88.36783,22.565082,88.41783,2022-02-17,22:55:00,23:10:00,Sandstorms,Low ,motorcycle ,Metropolitian ,95,Cosmetics
lpte841515119,31,4.0,17.410371,78.437225,17.540371,78.567225,2022-04-06,20:15:00,20:25:00,Cloudy,Jam ,van,Metropolitian ,235,Pet Supplies
uvkq365817775,25,4.7,11.008638,76.984311,11.118638,77.094311,2022-03-02,22:50:00,23:00:00,Stormy,Low ,motorcycle ,Metropolitian ,90,Toys
blaq095969623,22,4.8,18.569156,73.774723,18.609156,73.814723,2022-04-05,16:25:00,16:40:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,60,Jewelry
owaw629231637,20,4.8,11.016298,76.972076,11.056298,77.012076,2022-03-17,16:45:00,16:55:00,Cloudy,Medium ,scooter ,Urban ,70,Cosmetics
hozc308383530,38,4.9,22.75004,75.902847,22.86004,76.012847,2022-03-16,22:35:00,22:40:00,Cloudy,Low ,motorcycle ,Metropolitian ,220,Electronics
kepn348949314,23,4.7,18.53408,73.89852,18.57408,73.93852,2022-03-19,12:10:00,12:15:00,Sandstorms,High ,motorcycle ,Metropolitian ,140,Clothing
jock892654577,23,4.6,18.536718,73.830327,18.546719,73.840328,2022-03-21,10:40:00,10:50:00,Fog,Low ,motorcycle ,Metropolitian ,90,Home
exls008167851,31,4.4,19.1813,72.836191,19.2013,72.856191,2022-03-13,09:25:00,09:30:00,Windy,Low ,motorcycle ,Metropolitian ,145,Toys
ktga677366319,31,4.9,12.970221,77.645396,13.080221,77.755396,2022-03-14,21:15:00,21:25:00,Cloudy,Jam ,motorcycle ,Semi-Urban ,245,Toys
awfk907171710,39,5.0,22.569358,88.433452,22.659358,88.523452,2022-02-18,17:20:00,17:35:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,125,Toys
knvw125373308,22,5.0,10.994136,76.963303,11.004136,76.973303,2022-04-05,10:40:00,10:55:00,Sunny,Low ,scooter ,Metropolitian ,80,Pet Supplies
bmqa806596692,37,4.2,12.986047,80.218114,13.006047,80.238114,2022-03-21,08:45:00,08:50:00,Sandstorms,Low ,motorcycle ,Metropolitian ,120,Jewelry
zqbq105795400,38,3.7,11.026117,76.944652,11.156117,77.074652,2022-03-25,17:50:00,18:00:00,Windy,Medium ,scooter ,Metropolitian ,180,Electronics
glay265361942,36,4.7,22.311358,73.164798,22.351358,73.204798,2022-03-15,14:40:00,14:45:00,Stormy,High ,motorcycle ,Metropolitian ,160,Snacks
cezx609113794,35,5.0,22.725835,75.887648,22.755835,75.917648,2022-03-24,21:00:00,21:05:00,Sunny,Jam ,scooter ,Metropolitian ,120,Outdoors
bcdd219935824,35,4.6,0.0,0.0,0.08,0.08,2022-03-20,23:15:00,23:20:00,Windy,Low ,van,Urban ,125,Pet Supplies
hyoz303225165,29,4.8,0.0,0.0,0.11,0.11,2022-02-16,20:35:00,20:40:00,Sandstorms,Jam ,scooter ,Metropolitian ,95,Skincare
kvav716284814,31,4.9,15.56155,73.749092,15.58155,73.769092,2022-02-13,09:55:00,10:00:00,Fog,Low ,motorcycle ,Metropolitian ,75,Cosmetics
aplp345148299,26,4.6,26.905287,75.794592,26.945287,75.834592,2022-03-21,14:40:00,14:55:00,Fog,High ,motorcycle ,Metropolitian ,100,Skincare
evmi489351583,27,4.6,17.431668,78.408321,17.441668,78.418321,2022-03-21,08:45:00,08:55:00,Sandstorms,Low ,scooter ,Metropolitian ,80,Cosmetics
gnrx533936391,21,4.7,12.935662,77.61413,12.965662,77.64413,2022-03-15,21:20:00,21:35:00,Stormy,Jam ,scooter ,Metropolitian ,90,Shoes
qacq954877232,24,4.9,21.175104,72.804342,21.205104,72.834342,2022-03-26,18:55:00,19:00:00,Sunny,Medium ,scooter ,Metropolitian ,75,Toys
cags146398544,26,4.4,17.41233,78.449654,17.42233,78.459654,2022-03-19,09:30:00,09:35:00,Stormy,Low ,motorcycle ,Metropolitian ,125,Skincare
evre101034224,27,4.6,19.065838,72.832658,19.135838,72.902658,2022-03-14,22:25:00,22:40:00,Sandstorms,Low ,motorcycle ,Urban ,80,Jewelry
voun300113352,29,4.7,18.530963,73.828972,18.610963,73.908972,2022-03-14,18:55:00,19:05:00,Sandstorms,Medium ,scooter ,Metropolitian ,115,Snacks
xyfq585260270,25,4.6,0.0,0.0,0.05,0.05,2022-03-09,22:30:00,22:35:00,Cloudy,Low ,scooter ,Metropolitian ,95,Snacks
frrc742814738,22,4.2,22.311358,73.164798,22.341358,73.194798,2022-03-19,23:00:00,23:05:00,Windy,Low ,motorcycle ,Metropolitian ,24,Grocery
obie038548442,33,4.6,26.463504,80.372929,26.483504,80.392929,2022-02-15,11:35:00,11:45:00,Sunny,High ,scooter ,Metropolitian ,100,Outdoors
bkby318221734,31,4.7,22.753659,75.903365,22.843659,75.993365,2022-03-04,17:10:00,17:20:00,Cloudy,Medium ,motorcycle ,Metropolitian ,200,Electronics
wwhc270439785,35,5.0,0.0,0.0,0.11,0.11,2022-02-14,20:55:00,21:05:00,Sunny,Jam ,van,Metropolitian ,140,Shoes
dwbj696634532,25,4.7,0.0,0.0,0.09,0.09,2022-02-12,22:20:00,22:30:00,Sandstorms,Low ,scooter ,Metropolitian ,18,Grocery
tlpz815201844,30,4.3,0.0,0.0,0.09,0.09,2022-02-16,20:00:00,20:10:00,Fog,Jam ,scooter ,Metropolitian ,200,Electronics
xtud599116628,38,4.9,0.0,0.0,0.09,0.09,2022-03-18,00:00:00,00:15:00,Cloudy,Low ,motorcycle ,Metropolitian ,140,Snacks
fdjm915325731,25,5.0,26.913987,75.752891,27.043987,75.882891,2022-03-10,23:00:00,23:15:00,Fog,Low ,motorcycle ,Metropolitian ,100,Kitchen
fxth070316926,27,4.8,22.32,73.17,22.35,73.2,2022-03-05,22:45:00,22:55:00,Sunny,Low ,scooter ,Other,75,Kitchen
looy080641070,37,4.9,26.910262,75.783013,26.960262,75.833013,2022-03-15,18:55:00,19:10:00,Fog,Medium ,motorcycle ,Urban ,90,Apparel
pjri198120431,21,4.6,26.911927,75.797282,26.951927,75.837282,2022-03-26,15:25:00,15:35:00,Stormy,Medium ,motorcycle ,Urban ,115,Shoes
jthy449686399,29,5.0,11.022298,76.998349,11.102298,77.078349,2022-03-08,19:20:00,19:30:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,180,Electronics
jrjw695939773,20,4.9,23.374989,85.335486,23.384989,85.345486,2022-03-11,10:35:00,10:50:00,Fog,Low ,motorcycle ,Metropolitian ,100,Shoes
csxj496565628,27,4.6,21.149569,72.772697,21.229569,72.852697,2022-03-25,17:10:00,17:25:00,Stormy,Medium ,scooter ,Metropolitian ,140,Clothing
adus125614870,28,4.1,19.091458,72.827808,19.161458,72.897808,2022-04-04,18:50:00,18:55:00,Stormy,Medium ,motorcycle ,Metropolitian ,160,Electronics
muos642146082,36,4.9,26.913726,75.75282,26.963726,75.80282,2022-04-03,22:35:00,22:40:00,Stormy,Low ,motorcycle ,Metropolitian ,110,Electronics
kxat721434811,33,5.0,19.065838,72.832658,19.075838,72.842658,2022-03-26,08:55:00,09:10:00,Windy,Low ,motorcycle ,Metropolitian ,135,Toys
igqf161022195,29,4.7,17.451976,78.385883,17.461976,78.395883,2022-03-26,09:40:00,09:45:00,Sunny,Low ,motorcycle ,Metropolitian ,70,Clothing
fbpw994270287,27,4.6,22.310526,73.170937,22.360526,73.220937,2022-03-13,22:00:00,22:05:00,Cloudy,Jam ,motorcycle ,Urban ,135,Outdoors
pqwg281908498,34,4.6,22.728163,75.884212,22.778163,75.934212,2022-03-11,22:15:00,22:25:00,Cloudy,Low ,motorcycle ,Urban ,95,Skincare
ders107664960,39,4.9,17.438263,78.397865,17.468263,78.427865,2022-03-19,17:55:00,18:00:00,Cloudy,Medium ,scooter ,Metropolitian ,80,Clothing
ovru459055447,37,4.3,26.482419,80.320939,26.592419,80.430939,2022-02-16,17:20:00,17:35:00,Cloudy,Medium ,scooter ,Urban ,165,Electronics
jrny042397075,24,4.6,19.003517,72.82765,19.013517,72.83765,2022-03-21,09:50:00,10:05:00,Windy,Low ,scooter ,Metropolitian ,85,Pet Supplies
roqa206477281,23,4.6,12.934365,77.616155,12.964365,77.646155,2022-03-15,23:10:00,23:20:00,Fog,Low ,scooter ,Urban ,90,Apparel
erki105686660,39,4.9,30.340722,78.060221,30.350722,78.070221,2022-02-15,10:50:00,11:00:00,Sandstorms,Low ,scooter ,Metropolitian ,100,Books
liye068893133,25,4.5,19.103249,72.846749,19.153249,72.896749,2022-03-13,22:45:00,23:00:00,Windy,Low ,scooter ,Metropolitian ,85,Shoes
rqcf578805727,34,4.6,30.885915,75.788259,30.995915,75.898259,2022-02-16,17:55:00,18:05:00,Fog,Medium ,motorcycle ,Metropolitian ,45,Grocery
sfpc015585430,24,5.0,19.120083,72.907385,19.160083,72.947385,2022-04-03,13:40:00,13:55:00,Sunny,High ,scooter ,Urban ,60,Toys
knui767630431,38,4.8,0.0,0.0,0.03,0.03,2022-02-13,22:15:00,22:20:00,Sandstorms,Low ,scooter ,Metropolitian ,140,Apparel
wltg919090855,31,4.8,22.74806,75.8934,22.80806,75.9534,2022-03-13,23:20:00,23:35:00,Fog,Low ,scooter ,Other,80,Toys
hxta739463794,38,4.8,22.307898,73.167788,22.437898,73.297788,2022-03-04,18:40:00,18:55:00,Sunny,Medium ,motorcycle ,Metropolitian ,125,Sports
lfha720708923,29,4.7,27.163303,78.057044,27.203303,78.097044,2022-02-13,14:30:00,14:35:00,Cloudy,High ,motorcycle ,Metropolitian ,145,Outdoors
clzu729286645,24,4.4,21.173493,72.801953,21.253493,72.881953,2022-03-31,20:20:00,20:30:00,Cloudy,Jam ,motorcycle ,Metropolitian ,170,Toys
jszj144513133,30,4.9,22.751857,75.866699,22.771857,75.886699,2022-03-19,11:10:00,11:25:00,Sandstorms,High ,scooter ,Metropolitian ,29,Grocery
eyeu199401587,31,4.5,11.025083,77.015393,11.135083,77.125393,2022-04-06,18:45:00,18:55:00,Sunny,Medium ,scooter ,Metropolitian ,125,Clothing
gplv691721012,33,4.0,25.449659,81.839744,25.499659,81.889744,2022-02-13,21:55:00,22:10:00,Windy,Jam ,motorcycle ,Metropolitian ,235,Apparel
tade884418682,22,4.9,21.186608,72.794136,21.206608,72.814136,2022-04-05,09:45:00,09:55:00,Cloudy,Low ,scooter ,Metropolitian ,90,Jewelry
wpou591145220,28,4.7,26.902908,75.792934,26.992908,75.882934,2022-03-14,23:35:00,23:45:00,Sunny,Low ,scooter ,Urban ,135,Snacks
elxo312050421,38,4.7,21.186438,72.794115,21.216438,72.824115,2022-04-05,17:35:00,17:45:00,Sunny,Medium ,motorcycle ,Urban ,105,Pet Supplies
firl618369269,39,4.6,0.0,0.0,0.06,0.06,2022-02-15,23:15:00,23:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,115,Cosmetics
